646,7
652,7
663,7
671,7
680,7
686,3
689,3
687,3
688,3
696,3
708,3
717,3
723,3
729,3
735,3
740,3
738,3
731,3
729,3
727,5
714,0
687,0
655,0
625,0
591,0
567,0
548,4
539,2
539,2
542,2
551,2
556,2
556,2
556,2
560,2
568,2
566,2
552,2
537,2
521,4
501,4
473,4
456,7
459,7
465,7
466,0
463,4
447,0
419,0
389,0
359,0
333,0
303,0
273,0
233,0
182,0
138,5
99,5
66,5
46,3
39,3
37,3
34,3
30,3
31,3
37,3
40,3
40,3
43,3
50,3
49,3
47,3
61,7
87,7
114,7
139,7
163,1
183,1
199,7
208,7
212,7
215,7
218,6
222,6
226,2
227,7
227,4
