0#-2.384,-1.885,132.599#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
1#-2.415,-1.875,94.636#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
2#-2.467,-1.856,287.846#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
3#-2.485,-1.877,290.895#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
4#-2.472,-1.93,221.103#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
5#-2.429,-1.963,166.211#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
6#-2.366,-1.961,127.625#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
7#-2.316,-1.926,87.915#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
8#-2.262,-1.88,54.702#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
9#-2.224,-1.85,49.596#-1.859,-1.277;0.864,-0.324;-0.304,-0.433;-2.097,0.423;1.204,-1.334;1.045,1.128;-1.012,-0.698;-2.009,-1.281;0.466,0.06;-0.18,0.702;0.829,0.928;1.912,-0.76;#-2.156,1.5;2.31,-0.787;-0.861,-1.08;-0.675,-1.807;-2.151,0.752;-0.038,-0.042;-2.315,-0.369;0.371,0.398;-1.806,1.742;-1.03,-1.047;0.67,1.446;1.15,0.149;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.676;-0.305,-1.676;0.305,-1.676;0.914,-1.676;1.524,-1.524;1.981,-1.219;2.286,-0.914;2.134,-0.305;1.524,-0.152;0.914,-0.0;0.305,-0.0;-0.305,-0.0;-0.914,0.152;-1.524,0.457;-2.134,0.457;-2.743,0.61;-2.743,1.219;-2.438,1.524;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
