./27_25%17_2.out:Avg angular diffs   : 94.86
./48_36%35_1.out:Avg angular diffs   : 107.73
./34_5%16_1.out:Avg angular diffs   : 101.79
./32_9%10_3.out:Avg angular diffs   : 73.96
./26_30%28_3.out:Avg angular diffs   : 87.88
./34_20%19_3.out:Avg angular diffs   : 89.15
./34_21%11_4.out:Avg angular diffs   : 104.48
./26_29%28_3.out:Avg angular diffs   : 85.76
./27_28%32_3.out:Avg angular diffs   : 97.70
./44_42%31_4.out:Avg angular diffs   : 82.19
./34_9%19_3.out:Avg angular diffs   : 83.63
./44_31%42_4.out:Avg angular diffs   : 58.50
./47_27%38_2.out:Avg angular diffs   : 84.08
./28_42%38_4.out:Avg angular diffs   : 92.03
./35_11%12_4.out:Avg angular diffs   : 75.87
./33_19%7_2.out:Avg angular diffs   : 92.97
./43_29%27_2.out:Avg angular diffs   : 95.22
./56_26%31_4.out:Avg angular diffs   : 86.20
./28_37%36_4.out:Avg angular diffs   : 65.58
./27_25%31_3.out:Avg angular diffs   : 97.73
./59_27%27_2.out:Avg angular diffs   : 85.40
./38_9%10_3.out:Avg angular diffs   : 93.52
./47_38%42_4.out:Avg angular diffs   : 98.18
./28_8%6_1.out:Avg angular diffs   : 75.15
./32_19%20_3.out:Avg angular diffs   : 78.95
./31_16%6_1.out:Avg angular diffs   : 90.74
./64_19%10_3.out:Avg angular diffs   : 80.92
./39_10%20_3.out:Avg angular diffs   : 85.21
./36_19%9_3.out:Avg angular diffs   : 106.79
./26_29%26_3.out:Avg angular diffs   : 82.89
./31_11%22_4.out:Avg angular diffs   : 67.77
./56_29%30_3.out:Avg angular diffs   : 96.85
./54_31%32_4.out:Avg angular diffs   : 77.64
./63_6%15_1.out:Avg angular diffs   : 83.41
./33_11%12_4.out:Avg angular diffs   : 84.77
./56_30%37_2.out:Avg angular diffs   : 95.96
./26_25%30_3.out:Avg angular diffs   : 76.08
./44_35%36_1.out:Avg angular diffs   : 92.92
./43_30%40_3.out:Avg angular diffs   : 87.53
./39_21%11_4.out:Avg angular diffs   : 105.97
./42_35%26_1.out:Avg angular diffs   : 79.22
./54_26%35_1.out:Avg angular diffs   : 110.15
./35_20%9_3.out:Avg angular diffs   : 72.78
./26_5%7_1.out:Avg angular diffs   : 76.30
./63_12%21_4.out:Avg angular diffs   : 114.08
./47_29%30_3.out:Avg angular diffs   : 88.12
./38_10%11_4.out:Avg angular diffs   : 97.98
./36_20%7_2.out:Avg angular diffs   : 80.64
./59_38%37_2.out:Avg angular diffs   : 94.04
./38_19%20_3.out:Avg angular diffs   : 80.89
./63_20%21_4.out:Avg angular diffs   : 103.47
./64_10%9_3.out:Avg angular diffs   : 89.28
./64_11%21_4.out:Avg angular diffs   : 84.38
./59_31%32_4.out:Avg angular diffs   : 97.58
./45_32%41_4.out:Avg angular diffs   : 82.98
./28_26%29_3.out:Avg angular diffs   : 81.00
./42_26%25_1.out:Avg angular diffs   : 90.00
./37_16%17_2.out:Avg angular diffs   : 88.64
./37_17%21_4.out:Avg angular diffs   : 92.21
./63_20%12_4.out:Avg angular diffs   : 73.72
./28_12%8_1.out:Avg angular diffs   : 89.52
./48_41%31_4.out:Avg angular diffs   : 97.86
./32_22%21_4.out:Avg angular diffs   : 82.16
./38_10%9_3.out:Avg angular diffs   : 104.04
./33_5%15_1.out:Avg angular diffs   : 69.83
./26_6%11_1.out:Avg angular diffs   : 90.62
./43_29%37_2.out:Avg angular diffs   : 79.09
./28_5%7_1.out:Avg angular diffs   : 90.99
./38_20%19_3.out:Avg angular diffs   : 109.85
./27_12%25_3.out:Avg angular diffs   : 80.49
./37_15%6_1.out:Avg angular diffs   : 69.85
./28_25%19_2.out:Avg angular diffs   : 89.54
./26_30%29_3.out:Avg angular diffs   : 84.24
./34_20%10_3.out:Avg angular diffs   : 80.56
./48_27%37_2.out:Avg angular diffs   : 84.75
./28_25%21_2.out:Avg angular diffs   : 92.34
./56_40%37_2.out:Avg angular diffs   : 69.49
./27_8%5_1.out:Avg angular diffs   : 82.06
./42_25%36_1.out:Avg angular diffs   : 68.74
./28_36%35_4.out:Avg angular diffs   : 94.96
./37_5%15_1.out:Avg angular diffs   : 106.62
./26_10%7_1.out:Avg angular diffs   : 90.00
./39_10%21_4.out:Avg angular diffs   : 93.08
./26_28%31_3.out:Avg angular diffs   : 80.14
./27_28%5_1.out:Avg angular diffs   : 97.94
./37_7%17_2.out:Avg angular diffs   : 90.45
./26_30%26_3.out:Avg angular diffs   : 75.79
./48_25%36_1.out:Avg angular diffs   : 87.05
./32_20%19_3.out:Avg angular diffs   : 83.50
./46_42%31_4.out:Avg angular diffs   : 84.73
./59_29%39_3.out:Avg angular diffs   : 83.40
./48_39%40_3.out:Avg angular diffs   : 96.19
./31_19%10_3.out:Avg angular diffs   : 89.43
./26_7%6_1.out:Avg angular diffs   : 86.45
./34_6%15_1.out:Avg angular diffs   : 73.36
./26_9%39_4.out:Avg angular diffs   : 84.38
./27_39%11_1.out:Avg angular diffs   : 103.44
./37_10%20_3.out:Avg angular diffs   : 74.12
./28_8%29_3.out:Avg angular diffs   : 73.59
./45_35%25_1.out:Avg angular diffs   : 82.36
./28_36%32_3.out:Avg angular diffs   : 98.64
./26_25%31_3.out:Avg angular diffs   : 107.57
./35_10%9_3.out:Avg angular diffs   : 114.44
./35_20%7_2.out:Avg angular diffs   : 79.07
./28_11%9_1.out:Avg angular diffs   : 96.80
./26_32%27_3.out:Avg angular diffs   : 73.78
./39_16%5_1.out:Avg angular diffs   : 83.22
./28_9%12_1.out:Avg angular diffs   : 61.69
./27_28%12_1.out:Avg angular diffs   : 94.41
./32_5%16_1.out:Avg angular diffs   : 83.22
./46_26%36_1.out:Avg angular diffs   : 86.64
./31_6%16_1.out:Avg angular diffs   : 88.71
./28_31%30_3.out:Avg angular diffs   : 88.22
./37_6%16_1.out:Avg angular diffs   : 85.07
./27_32%25_3.out:Avg angular diffs   : 78.29
./31_15%6_1.out:Avg angular diffs   : 63.44
./28_29%26_3.out:Avg angular diffs   : 89.61
./27_12%10_1.out:Avg angular diffs   : 81.56
./26_9%7_1.out:Avg angular diffs   : 78.91
./44_37%38_2.out:Avg angular diffs   : 94.80
./48_26%36_1.out:Avg angular diffs   : 75.98
./34_12%21_4.out:Avg angular diffs   : 106.24
./47_31%42_4.out:Avg angular diffs   : 95.62
./32_5%7_2.out:Avg angular diffs   : 88.04
./47_30%39_3.out:Avg angular diffs   : 76.25
./27_30%32_3.out:Avg angular diffs   : 89.59
./26_29%32_3.out:Avg angular diffs   : 83.65
./42_39%40_3.out:Avg angular diffs   : 84.78
./31_16%15_1.out:Avg angular diffs   : 76.72
./39_5%6_1.out:Avg angular diffs   : 68.50
./63_15%16_1.out:Avg angular diffs   : 101.07
./35_9%20_3.out:Avg angular diffs   : 69.55
./43_40%30_3.out:Avg angular diffs   : 86.40
./59_39%29_3.out:Avg angular diffs   : 85.06
./26_19%17_2.out:Avg angular diffs   : 95.49
./26_15%17_2.out:Avg angular diffs   : 76.28
./26_12%5_1.out:Avg angular diffs   : 77.14
./63_19%10_3.out:Avg angular diffs   : 93.93
./56_31%41_4.out:Avg angular diffs   : 111.00
./28_42%39_4.out:Avg angular diffs   : 92.05
./28_32%26_3.out:Avg angular diffs   : 75.52
./26_30%32_3.out:Avg angular diffs   : 81.53
./27_12%30_3.out:Avg angular diffs   : 91.13
./27_7%10_1.out:Avg angular diffs   : 95.62
./54_41%36_1.out:Avg angular diffs   : 81.52
./27_25%28_3.out:Avg angular diffs   : 92.29
./45_36%37_2.out:Avg angular diffs   : 87.63
./48_38%27_2.out:Avg angular diffs   : 99.35
./39_10%19_3.out:Avg angular diffs   : 109.84
./27_15%15_2.out:Avg angular diffs   : 109.64
./59_39%40_3.out:Avg angular diffs   : 88.95
./26_8%12_1.out:Avg angular diffs   : 96.28
./42_39%41_4.out:Avg angular diffs   : 99.73
./43_26%36_1.out:Avg angular diffs   : 96.92
./61_21%12_4.out:Avg angular diffs   : 87.68
./54_32%41_4.out:Avg angular diffs   : 105.52
./63_19%20_3.out:Avg angular diffs   : 87.78
./33_10%20_3.out:Avg angular diffs   : 82.33
./28_19%21_2.out:Avg angular diffs   : 88.59
./47_36%26_1.out:Avg angular diffs   : 74.59
./26_5%11_1.out:Avg angular diffs   : 109.73
./39_20%10_3.out:Avg angular diffs   : 84.89
./42_39%31_4.out:Avg angular diffs   : 83.62
./31_21%22_4.out:Avg angular diffs   : 87.83
./27_10%7_1.out:Avg angular diffs   : 93.10
./59_37%38_2.out:Avg angular diffs   : 81.43
./28_39%37_4.out:Avg angular diffs   : 91.33
./28_21%15_2.out:Avg angular diffs   : 84.38
./48_36%25_1.out:Avg angular diffs   : 87.35
./27_28%26_3.out:Avg angular diffs   : 90.00
./26_7%12_1.out:Avg angular diffs   : 76.40
./35_15%6_1.out:Avg angular diffs   : 64.69
./26_17%41_4.out:Avg angular diffs   : 114.95
./45_30%39_3.out:Avg angular diffs   : 93.10
./34_19%9_3.out:Avg angular diffs   : 93.42
./37_15%5_1.out:Avg angular diffs   : 95.00
./35_16%15_1.out:Avg angular diffs   : 73.58
./42_36%26_1.out:Avg angular diffs   : 97.97
./56_30%40_3.out:Avg angular diffs   : 78.04
./28_5%35_4.out:Avg angular diffs   : 85.81
./48_40%29_3.out:Avg angular diffs   : 89.16
./43_37%27_2.out:Avg angular diffs   : 91.30
./27_12%28_3.out:Avg angular diffs   : 91.14
./35_19%20_3.out:Avg angular diffs   : 83.18
./59_30%39_3.out:Avg angular diffs   : 94.80
./63_16%5_1.out:Avg angular diffs   : 88.60
./26_37%41_4.out:Avg angular diffs   : 76.79
./31_5%6_1.out:Avg angular diffs   : 64.18
./39_15%5_1.out:Avg angular diffs   : 101.71
./27_7%8_1.out:Avg angular diffs   : 95.58
./28_5%9_1.out:Avg angular diffs   : 88.43
./28_29%30_3.out:Avg angular diffs   : 94.46
./35_6%16_1.out:Avg angular diffs   : 98.79
./44_39%30_3.out:Avg angular diffs   : 74.80
./56_37%37_2.out:Avg angular diffs   : 74.78
./28_9%11_1.out:Avg angular diffs   : 115.06
./47_25%35_1.out:Avg angular diffs   : 69.31
./38_6%15_1.out:Avg angular diffs   : 80.85
./32_15%5_1.out:Avg angular diffs   : 91.17
./38_15%16_1.out:Avg angular diffs   : 87.19
./28_9%6_1.out:Avg angular diffs   : 64.80
./63_11%12_4.out:Avg angular diffs   : 85.85
./63_21%12_4.out:Avg angular diffs   : 91.28
./33_12%22_4.out:Avg angular diffs   : 88.93
./61_6%7_2.out:Avg angular diffs   : 94.78
./36_22%21_4.out:Avg angular diffs   : 92.06
./44_41%31_4.out:Avg angular diffs   : 104.23
./31_19%20_3.out:Avg angular diffs   : 88.35
./45_36%27_2.out:Avg angular diffs   : 93.69
./26_9%15_2.out:Avg angular diffs   : 76.56
./28_5%36_4.out:Avg angular diffs   : 90.00
./27_37%37_4.out:Avg angular diffs   : 92.67
./61_12%11_4.out:Avg angular diffs   : 106.41
./54_26%36_1.out:Avg angular diffs   : 93.26
./36_9%19_3.out:Avg angular diffs   : 85.26
./33_11%22_4.out:Avg angular diffs   : 90.54
./27_39%19_2.out:Avg angular diffs   : 113.64
./45_27%37_2.out:Avg angular diffs   : 81.71
./28_6%11_1.out:Avg angular diffs   : 97.97
./36_5%15_1.out:Avg angular diffs   : 72.00
./28_30%26_3.out:Avg angular diffs   : 88.43
./28_25%31_3.out:Avg angular diffs   : 93.46
./37_17%20_3.out:Avg angular diffs   : 92.12
./28_7%11_1.out:Avg angular diffs   : 82.59
./33_21%12_4.out:Avg angular diffs   : 104.65
./34_15%16_1.out:Avg angular diffs   : 64.82
./44_42%32_4.out:Avg angular diffs   : 91.06
./63_5%6_1.out:Avg angular diffs   : 96.48
./27_39%5_1.out:Avg angular diffs   : 81.00
./28_5%39_4.out:Avg angular diffs   : 88.30
./31_5%15_1.out:Avg angular diffs   : 113.61
./36_9%10_3.out:Avg angular diffs   : 81.17
./26_37%38_4.out:Avg angular diffs   : 83.39
./31_10%19_3.out:Avg angular diffs   : 92.65
./27_17%15_2.out:Avg angular diffs   : 84.27
./43_30%39_3.out:Avg angular diffs   : 76.21
./26_25%29_3.out:Avg angular diffs   : 93.66
./46_29%30_3.out:Avg angular diffs   : 99.00
./28_8%32_3.out:Avg angular diffs   : 91.36
./34_10%19_3.out:Avg angular diffs   : 91.70
./44_36%25_1.out:Avg angular diffs   : 90.65
./27_12%11_1.out:Avg angular diffs   : 97.60
./38_9%20_3.out:Avg angular diffs   : 71.79
./27_15%17_2.out:Avg angular diffs   : 86.35
./36_15%16_1.out:Avg angular diffs   : 78.18
./38_19%21_4.out:Avg angular diffs   : 88.55
./39_9%10_3.out:Avg angular diffs   : 68.01
./47_29%39_3.out:Avg angular diffs   : 84.38
./26_18%19_2.out:Avg angular diffs   : 93.46
./42_25%35_1.out:Avg angular diffs   : 110.25
./61_5%15_1.out:Avg angular diffs   : 112.67
./56_35%26_1.out:Avg angular diffs   : 66.41
./63_12%11_4.out:Avg angular diffs   : 110.77
./42_31%41_4.out:Avg angular diffs   : 103.38
./28_5%11_1.out:Avg angular diffs   : 91.14
./26_8%7_1.out:Avg angular diffs   : 78.91
./45_39%29_3.out:Avg angular diffs   : 119.02
./31_12%22_4.out:Avg angular diffs   : 73.19
./56_40%40_3.out:Avg angular diffs   : 84.30
./36_6%15_1.out:Avg angular diffs   : 101.25
./56_31%37_2.out:Avg angular diffs   : 72.13
./27_31%30_3.out:Avg angular diffs   : 97.56
./38_5%15_1.out:Avg angular diffs   : 115.17
./27_19%15_2.out:Avg angular diffs   : 108.00
./26_27%32_3.out:Avg angular diffs   : 93.71
./38_6%5_1.out:Avg angular diffs   : 68.74
./63_9%19_3.out:Avg angular diffs   : 96.39
./28_32%30_3.out:Avg angular diffs   : 77.52
./28_9%5_1.out:Avg angular diffs   : 100.43
./48_36%26_1.out:Avg angular diffs   : 105.00
./28_41%39_4.out:Avg angular diffs   : 87.61
./28_6%8_1.out:Avg angular diffs   : 97.66
./42_25%26_1.out:Avg angular diffs   : 74.06
./28_39%35_4.out:Avg angular diffs   : 91.53
./27_19%17_2.out:Avg angular diffs   : 85.54
./56_37%41_4.out:Avg angular diffs   : 93.50
./28_11%6_1.out:Avg angular diffs   : 104.85
./43_36%26_1.out:Avg angular diffs   : 96.88
./36_16%6_1.out:Avg angular diffs   : 81.98
./56_40%35_1.out:Avg angular diffs   : 96.88
./28_9%7_1.out:Avg angular diffs   : 79.62
./28_10%7_1.out:Avg angular diffs   : 80.11
./45_31%32_4.out:Avg angular diffs   : 99.71
./43_26%25_1.out:Avg angular diffs   : 89.27
./26_27%31_3.out:Avg angular diffs   : 100.29
./28_41%37_4.out:Avg angular diffs   : 101.67
./28_41%36_4.out:Avg angular diffs   : 62.44
./35_6%5_1.out:Avg angular diffs   : 88.88
./56_29%40_3.out:Avg angular diffs   : 83.73
./54_29%30_3.out:Avg angular diffs   : 92.74
./54_41%31_4.out:Avg angular diffs   : 82.99
./26_9%37_4.out:Avg angular diffs   : 79.94
./54_41%25_1.out:Avg angular diffs   : 69.55
./59_26%36_1.out:Avg angular diffs   : 86.58
./26_17%18_2.out:Avg angular diffs   : 75.48
./64_9%19_3.out:Avg angular diffs   : 96.07
./43_42%32_4.out:Avg angular diffs   : 93.79
./61_6%16_1.out:Avg angular diffs   : 89.28
./26_27%30_3.out:Avg angular diffs   : 97.42
./33_22%7_2.out:Avg angular diffs   : 87.53
./45_37%38_2.out:Avg angular diffs   : 62.68
./39_12%11_4.out:Avg angular diffs   : 97.26
./31_21%12_4.out:Avg angular diffs   : 86.25
./28_37%35_4.out:Avg angular diffs   : 101.06
./48_30%26_1.out:Avg angular diffs   : 63.41
./27_41%37_4.out:Avg angular diffs   : 86.67
./54_41%39_3.out:Avg angular diffs   : 108.91
./39_11%17_2.out:Avg angular diffs   : 90.42
./59_36%25_1.out:Avg angular diffs   : 90.00
./33_15%5_1.out:Avg angular diffs   : 89.41
./54_35%27_2.out:Avg angular diffs   : 81.10
./54_39%40_3.out:Avg angular diffs   : 77.82
./38_5%16_1.out:Avg angular diffs   : 75.23
./46_30%29_3.out:Avg angular diffs   : 98.09
./56_30%27_2.out:Avg angular diffs   : 86.82
./26_5%8_1.out:Avg angular diffs   : 75.16
./27_25%30_3.out:Avg angular diffs   : 88.87
./28_10%11_1.out:Avg angular diffs   : 93.99
./38_5%6_1.out:Avg angular diffs   : 75.00
./26_28%25_3.out:Avg angular diffs   : 96.22
./45_30%40_3.out:Avg angular diffs   : 82.30
./26_6%5_1.out:Avg angular diffs   : 76.43
./54_29%40_3.out:Avg angular diffs   : 85.24
./26_41%39_4.out:Avg angular diffs   : 80.80
./26_17%38_4.out:Avg angular diffs   : 73.49
./27_29%28_3.out:Avg angular diffs   : 96.10
./26_11%12_1.out:Avg angular diffs   : 89.48
./54_30%39_3.out:Avg angular diffs   : 99.13
./28_35%38_4.out:Avg angular diffs   : 76.35
./28_12%10_1.out:Avg angular diffs   : 99.09
./59_32%32_4.out:Avg angular diffs   : 92.84
./61_10%20_3.out:Avg angular diffs   : 69.77
./59_35%25_1.out:Avg angular diffs   : 94.46
./26_28%29_3.out:Avg angular diffs   : 87.91
./32_16%6_1.out:Avg angular diffs   : 81.92
./63_20%11_4.out:Avg angular diffs   : 97.87
./61_20%9_3.out:Avg angular diffs   : 95.90
./33_22%11_4.out:Avg angular diffs   : 96.27
./54_25%36_1.out:Avg angular diffs   : 96.52
./61_12%21_4.out:Avg angular diffs   : 107.65
./27_37%39_4.out:Avg angular diffs   : 101.45
./26_7%19_2.out:Avg angular diffs   : 103.35
./39_10%9_3.out:Avg angular diffs   : 102.72
./28_36%25_3.out:Avg angular diffs   : 92.37
./26_9%11_1.out:Avg angular diffs   : 93.08
./26_26%32_3.out:Avg angular diffs   : 85.24
./32_19%10_3.out:Avg angular diffs   : 81.53
./64_21%17_2.out:Avg angular diffs   : 104.03
./61_19%10_3.out:Avg angular diffs   : 78.26
./28_25%26_3.out:Avg angular diffs   : 92.35
./48_32%29_3.out:Avg angular diffs   : 104.72
./28_26%25_3.out:Avg angular diffs   : 88.42
./33_5%6_1.out:Avg angular diffs   : 87.98
./63_6%16_1.out:Avg angular diffs   : 102.54
./34_16%6_1.out:Avg angular diffs   : 66.11
./45_32%31_4.out:Avg angular diffs   : 86.01
./28_38%42_4.out:Avg angular diffs   : 75.87
./61_10%19_3.out:Avg angular diffs   : 97.96
./27_39%8_1.out:Avg angular diffs   : 86.65
./54_40%29_3.out:Avg angular diffs   : 96.60
./39_6%5_1.out:Avg angular diffs   : 99.86
./26_32%29_3.out:Avg angular diffs   : 77.44
./59_25%26_1.out:Avg angular diffs   : 83.79
./42_26%36_1.out:Avg angular diffs   : 94.45
./45_26%36_1.out:Avg angular diffs   : 97.74
./45_37%27_2.out:Avg angular diffs   : 81.15
./27_37%41_4.out:Avg angular diffs   : 91.64
./28_17%21_2.out:Avg angular diffs   : 90.94
./36_10%9_3.out:Avg angular diffs   : 103.21
./61_6%15_1.out:Avg angular diffs   : 85.19
./64_9%10_3.out:Avg angular diffs   : 78.16
./26_9%21_2.out:Avg angular diffs   : 82.59
./33_10%19_3.out:Avg angular diffs   : 89.42
./26_17%39_4.out:Avg angular diffs   : 82.84
./27_10%8_1.out:Avg angular diffs   : 71.78
./42_40%30_3.out:Avg angular diffs   : 71.12
./33_6%5_1.out:Avg angular diffs   : 86.45
./28_26%31_3.out:Avg angular diffs   : 92.88
./26_7%5_1.out:Avg angular diffs   : 83.57
./28_5%37_4.out:Avg angular diffs   : 91.67
./35_6%11_4.out:Avg angular diffs   : 101.47
./31_20%19_3.out:Avg angular diffs   : 86.69
./45_41%42_4.out:Avg angular diffs   : 95.42
./39_19%20_3.out:Avg angular diffs   : 85.69
./28_7%6_1.out:Avg angular diffs   : 73.35
./56_37%27_2.out:Avg angular diffs   : 83.65
./48_28%37_2.out:Avg angular diffs   : 104.25
./61_20%10_3.out:Avg angular diffs   : 84.46
./33_19%20_3.out:Avg angular diffs   : 79.26
./46_35%26_1.out:Avg angular diffs   : 74.05
./35_20%19_3.out:Avg angular diffs   : 87.93
./56_31%27_2.out:Avg angular diffs   : 82.06
./44_27%37_2.out:Avg angular diffs   : 75.79
./26_17%21_2.out:Avg angular diffs   : 106.94
./43_32%41_4.out:Avg angular diffs   : 85.61
./26_27%25_3.out:Avg angular diffs   : 87.61
./27_10%5_1.out:Avg angular diffs   : 104.82
./27_10%37_4.out:Avg angular diffs   : 90.00
./28_6%7_1.out:Avg angular diffs   : 80.11
./54_39%30_3.out:Avg angular diffs   : 87.80
./63_20%9_3.out:Avg angular diffs   : 101.33
./64_16%21_4.out:Avg angular diffs   : 94.42
./27_26%29_3.out:Avg angular diffs   : 106.13
./48_25%32_4.out:Avg angular diffs   : 88.14
./36_15%17_2.out:Avg angular diffs   : 85.00
./36_6%16_1.out:Avg angular diffs   : 99.09
./64_19%9_3.out:Avg angular diffs   : 87.12
./32_21%11_4.out:Avg angular diffs   : 99.10
./61_6%5_1.out:Avg angular diffs   : 84.89
./35_6%15_1.out:Avg angular diffs   : 96.08
./63_15%5_1.out:Avg angular diffs   : 86.51
./43_25%35_1.out:Avg angular diffs   : 68.73
./26_8%5_1.out:Avg angular diffs   : 89.29
./26_25%27_3.out:Avg angular diffs   : 80.58
./26_5%12_1.out:Avg angular diffs   : 80.58
./47_25%36_1.out:Avg angular diffs   : 83.49
./35_11%21_4.out:Avg angular diffs   : 105.71
./26_5%10_1.out:Avg angular diffs   : 83.72
./28_6%5_1.out:Avg angular diffs   : 72.44
./36_5%16_1.out:Avg angular diffs   : 85.45
./44_30%29_3.out:Avg angular diffs   : 89.43
./64_20%10_3.out:Avg angular diffs   : 81.32
./42_29%40_3.out:Avg angular diffs   : 89.20
./26_6%8_1.out:Avg angular diffs   : 90.49
./32_6%5_1.out:Avg angular diffs   : 92.92
./35_21%7_2.out:Avg angular diffs   : 82.85
./37_20%10_3.out:Avg angular diffs   : 69.47
./28_8%7_1.out:Avg angular diffs   : 94.45
./43_35%26_1.out:Avg angular diffs   : 68.12
./63_5%16_1.out:Avg angular diffs   : 98.11
./26_41%37_4.out:Avg angular diffs   : 77.29
./45_39%30_3.out:Avg angular diffs   : 76.21
./48_42%41_4.out:Avg angular diffs   : 104.48
./26_11%8_1.out:Avg angular diffs   : 78.63
./54_29%39_3.out:Avg angular diffs   : 73.04
./63_20%19_3.out:Avg angular diffs   : 109.16
./27_25%32_3.out:Avg angular diffs   : 86.35
./59_40%39_3.out:Avg angular diffs   : 110.40
./43_39%29_3.out:Avg angular diffs   : 89.38
./26_7%9_1.out:Avg angular diffs   : 102.27
./27_32%30_3.out:Avg angular diffs   : 91.51
./27_26%30_3.out:Avg angular diffs   : 88.87
./26_38%41_4.out:Avg angular diffs   : 77.28
./44_26%35_1.out:Avg angular diffs   : 76.50
./63_16%6_1.out:Avg angular diffs   : 73.30
./32_15%6_1.out:Avg angular diffs   : 68.08
./64_16%15_1.out:Avg angular diffs   : 93.08
./35_15%16_1.out:Avg angular diffs   : 72.93
./28_42%41_4.out:Avg angular diffs   : 88.28
./27_25%29_3.out:Avg angular diffs   : 83.21
./31_15%5_1.out:Avg angular diffs   : 95.82
./28_38%35_4.out:Avg angular diffs   : 94.96
./27_39%15_2.out:Avg angular diffs   : 89.18
./33_12%11_4.out:Avg angular diffs   : 95.13
./39_11%12_4.out:Avg angular diffs   : 93.08
./27_25%19_2.out:Avg angular diffs   : 97.27
./27_5%12_1.out:Avg angular diffs   : 76.32
./26_39%41_4.out:Avg angular diffs   : 112.50
./54_32%31_4.out:Avg angular diffs   : 106.95
./37_21%11_4.out:Avg angular diffs   : 98.39
./36_11%21_4.out:Avg angular diffs   : 108.99
./31_10%20_3.out:Avg angular diffs   : 89.45
./27_11%5_1.out:Avg angular diffs   : 81.00
./39_10%11_4.out:Avg angular diffs   : 102.58
./36_10%19_3.out:Avg angular diffs   : 95.68
./48_28%38_2.out:Avg angular diffs   : 86.25
./38_6%16_1.out:Avg angular diffs   : 94.22
./54_35%25_1.out:Avg angular diffs   : 69.55
./28_7%10_1.out:Avg angular diffs   : 98.64
./27_11%7_1.out:Avg angular diffs   : 95.17
./26_7%18_2.out:Avg angular diffs   : 89.52
./32_22%11_4.out:Avg angular diffs   : 96.22
./28_38%41_4.out:Avg angular diffs   : 86.22
./26_11%6_1.out:Avg angular diffs   : 70.46
./64_6%16_1.out:Avg angular diffs   : 91.73
./27_26%32_3.out:Avg angular diffs   : 70.95
./37_5%6_1.out:Avg angular diffs   : 78.58
./39_16%15_1.out:Avg angular diffs   : 90.00
./44_29%40_3.out:Avg angular diffs   : 79.01
./33_7%17_2.out:Avg angular diffs   : 70.71
./28_5%41_4.out:Avg angular diffs   : 92.75
./64_16%11_4.out:Avg angular diffs   : 91.63
./28_38%39_4.out:Avg angular diffs   : 73.98
./44_40%39_3.out:Avg angular diffs   : 79.57
./63_20%18_2.out:Avg angular diffs   : 72.27
./26_31%28_3.out:Avg angular diffs   : 86.29
./34_6%16_1.out:Avg angular diffs   : 86.25
./48_39%30_3.out:Avg angular diffs   : 101.50
./27_28%31_3.out:Avg angular diffs   : 86.82
./28_8%5_1.out:Avg angular diffs   : 92.20
./33_5%16_1.out:Avg angular diffs   : 90.58
./45_40%39_3.out:Avg angular diffs   : 96.72
./45_29%30_3.out:Avg angular diffs   : 84.56
./39_15%6_1.out:Avg angular diffs   : 66.50
./28_38%37_4.out:Avg angular diffs   : 110.00
./28_42%36_4.out:Avg angular diffs   : 83.02
./26_6%9_1.out:Avg angular diffs   : 79.77
./33_17%7_2.out:Avg angular diffs   : 93.46
./64_10%20_3.out:Avg angular diffs   : 93.27
./61_5%16_1.out:Avg angular diffs   : 74.88
./54_30%27_2.out:Avg angular diffs   : 80.06
./32_5%6_1.out:Avg angular diffs   : 88.27
./59_40%30_3.out:Avg angular diffs   : 86.01
./38_19%9_3.out:Avg angular diffs   : 104.76
./48_31%41_4.out:Avg angular diffs   : 97.24
./33_20%19_3.out:Avg angular diffs   : 92.34
./43_26%35_1.out:Avg angular diffs   : 99.82
./28_10%6_1.out:Avg angular diffs   : 74.25
./43_41%42_4.out:Avg angular diffs   : 81.87
./33_6%16_1.out:Avg angular diffs   : 82.40
./28_36%31_3.out:Avg angular diffs   : 88.85
./36_5%6_1.out:Avg angular diffs   : 66.83
./28_35%36_4.out:Avg angular diffs   : 68.72
./34_10%9_3.out:Avg angular diffs   : 82.66
./35_17%7_2.out:Avg angular diffs   : 89.58
./34_16%5_1.out:Avg angular diffs   : 93.66
./28_26%32_3.out:Avg angular diffs   : 86.36
./33_19%17_2.out:Avg angular diffs   : 91.93
./28_36%26_3.out:Avg angular diffs   : 86.48
./34_10%20_3.out:Avg angular diffs   : 95.16
./26_7%11_1.out:Avg angular diffs   : 107.88
./34_11%11_4.out:Avg angular diffs   : 105.52
./28_41%42_4.out:Avg angular diffs   : 85.91
./56_40%39_3.out:Avg angular diffs   : 83.08
./28_38%36_4.out:Avg angular diffs   : 64.19
./28_8%26_3.out:Avg angular diffs   : 84.52
./26_29%25_3.out:Avg angular diffs   : 84.73
./28_25%15_2.out:Avg angular diffs   : 74.66
./38_10%21_4.out:Avg angular diffs   : 88.55
./39_16%6_1.out:Avg angular diffs   : 80.50
./32_11%22_4.out:Avg angular diffs   : 77.52
./48_26%25_1.out:Avg angular diffs   : 98.60
./32_11%21_4.out:Avg angular diffs   : 102.80
./31_6%15_1.out:Avg angular diffs   : 75.25
./28_10%12_1.out:Avg angular diffs   : 99.10
./44_35%26_1.out:Avg angular diffs   : 78.75
./48_42%31_4.out:Avg angular diffs   : 108.35
./47_38%31_4.out:Avg angular diffs   : 91.59
