arguments: 27 8 1 0.0793201 -0.760623 0.0184136 -0.141643
loading features...

Initializing gridworld of size 28 by 22..
    Num states: 616
    Num actions: 8
recovered reward
-0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.10, -0.14, -0.14, -0.10, -0.14, -0.14, -0.14, -0.10, -0.14, -0.14, -0.14, -0.10, -0.14, -0.14, -0.09, -0.14, -0.09, -0.14, -0.14, -0.09, -0.14, -0.14, 
-0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.06, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, 
-0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, 
-0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, 
-- optimal policy --
r  >  r  v  l  v  r  v  v  v  l  l  v  l  <  <  l  l  <  <  <  <  v  v  v  v  l  l  
r  r  >  r  r  v  v  r  v  l  l  v  l  l  L  L  <  <  L  L  v  v  r  v  v  l  l  l  
r  r  r  r  r  r  v  v  l  l  v  l  <  <  <  L  L  L  <  v  v  v  r  v  l  l  l  l  
>  >  r  r  r  r  r  v  l  l  l  l  l  l  l  l  L  L  r  v  v  r  v  l  l  v  l  l  
R  r  >  r  r  r  r  v  l  l  l  l  l  l  l  l  l  l  v  r  v  v  l  l  v  l  l  l  
r  >  r  >  r  r  v  l  <  l  l  l  l  l  l  l  l  v  r  r  v  l  l  v  l  l  v  l  
>  r  >  r  >  >  <  <  L  <  <  <  <  <  l  l  r  v  l  >  r  <  v  l  l  v  l  l  
r  >  r  >  R  R  ^  L  <  L  <  <  l  L  <  r  v  v  r  v  r  v  l  l  v  l  l  v  
>  r  >  R  R  R  R  ^  L  L  L  L  <  <  L  >  r  r  v  r  v  l  l  v  l  l  v  l  
r  >  R  R  R  ^  ^  L  ^  L  L  L  L  L  v  v  >  r  r  v  v  l  l  l  v  l  l  l  
>  R  R  ^  L  R  ^  L  L  L  L  L  L  L  r  v  v  >  r  v  l  l  v  l  l  l  l  l  
